asin,question,item_name,hours_diff,label
B0096EUSRQ,I ordered 6 dresses so where are the free hair wreath ?,Big-Girls' Ivory/Fuchsia Flower Girl Dress w/Free Matching Hair Wreath Sz 8,187,Post
B071R1ZQFW,Why has the price for the Mocha Latte tripled in the last 30 days?,"Gevalia Mocha Latte Espresso K-Cup Coffee Pods & Froth Packets (36 Pods and Froth Packets, 4 Packs of 9)",13131,Post
B07GK2RHFL,The qr codes to scan for the android app don't bring me anywhere. Anybody have the actual website for the android app?,"Qiilu 1500mw Laser Engraver Printer Upgrated Version Laser Engraving Machine DIY USB CNC Router Cutting Carver Off-line Operation for Art Craft Science for Win 7/8/10/XP, iOS 9.0, Android 4.0",45,Post
B071ZPW19Q,Does this products comes with warranty?,"eufy Smart Scale with Bluetooth, Body Fat Scale, Wireless Digital Bathroom Scale, 12 Measurements, Weight/Body Fat/BMI, Fitness Body Composition Analysis, Black/White, lbs/kg.",7054,Post
B01EFX6VPA,How long does it take to sprout? Only 2 out of 5 have sprouted. I followed directions to a t.,"Nature's Blossom Herb Garden Seed Starter Kit. Grow 4 kitchen Herbs from Seeds - Basil, Cilantro, Parsley, Thyme.",1370,Post
B01H1Y5XQ8,what color are the drawers?,"Sodynee Foldable Cloth Storage Box Closet Dresser Drawer Organizer Cube Basket Bins Containers Divider with Drawers for Underwear, Bras, Socks, Ties, Scarves, 6 Pack, Black",-1,Pre
B01GUFFKNU,can you buy the canopy with out the frame?,"AMERICAN PHOENIX Canopy Tent 10x20 Easy Pop Up Instant Portable Event Commercial Fair Shelter Wedding Party Tent (Black, 10x20)",-158,Pre
B071XCC12C,will it fit a 2019 ford Escape?,Kaungka Cargo Cover for 13-18 Ford Escape 2019 Cargo Cover Trunk Shielding Shade Black (Updated version:There is no gap between the back seats and the trunk cover),-1,Pre
B07DFDBKMX,anyone experienced them having a bit like a scent/taste? tips how to get rid of it? ran in dishwasher didn't help...thanks!,Regular Size Reusable Silicone Straws for 20 and 30 oz Yeti/Rtic Tumbler- Extra Long Flexible Curved Drinking Straws with Cleaning Brushes Bundle 6 Pack- Reduce Plastic Pollution,352,Post
B07G2RLL67,What color is the pony and Logo? Navy blue or black?,"Polo Ralph Lauren Men's Custom Slim Fit Big Pony Polo Shirt (Yellow, XX-Large)",67,Post
B076HKR9G9,Has the silver plating stayed on?,Clip Pocket Watch Chain - BOSHIYA Vintage Metal Alloy Silver Pocket Vest Snake Chain with Box,-2,Pre
B00757525E,Does these headlights plug in when installing,HEADLIGHTSDEPOT Chrome Housing Halogen Headlights Compatible With Ford Taurus 2000-2007 Includes Left Driver and Right Passenger Side Headlamps With Bulbs,-13,Pre
B074VF1QCN,"After 2 weeks working in 6 months, the device no longer works. where do i have to send it to the service? , regardless of the fact i found the product",MyPortaWash Travel Portable Bidet Handheld Water Sprayer Kit Rechargeable Battery Operated,4994,Post
B01B42R8W0,Is your product boxed? If not how is it packaged and will it arrive in an envelope mailer?,"Showcasts International Farmland Dairies Produce Tanker 5"" Diecast Truck",22827,Post
B07G58LTQ5,Is there is any disadvantage in NOT having the filter?,&&&&&&&&&&&&&&&&&&&&&&&&&&,1035,Post
B07MCFCL9K,Is the case clear or does it have a brick pattern?,"Gumdrop Droptech Case Designed for Dell Latitude 13 3390 2-in-1 Laptop for K-12 Students, Teachers, Kids - Black, Rugged, Shock Absorbing, Extreme Drop Protection",-221,Pre
B07KTYF717,"Has anyone successfully activated this plan? I purchased it as the same time as the watch, but there is no plan #, so Apple can't help me.",AppleCare+ for Apple Watch Series 3 (2 Years),87,Post
B07D9Q34QS,does a pop socket or i ring stick to this?,"Cimo Slim Wave LG Stylo 4 Case, Q Stylus Case with Premium TPU Protection for LG Stylo 4 - Purple",-32,Pre
B005ZDR2GM,What are the exact measurements of the perches?,Birdscomfort Hq Double Flight Bird Cage 64x21 - Black,21,Pre
B07G9TDCY9,Does this come with ac0008 temperature floor sensing probe?,Nuheat 40 sq/ft Signature Comfort Kit 120V,-1,Pre
B005GUEMQM,what is the warranty for this item and return policy?,Hi-Tech 17 Foot Water Fed Extendable Telescopic Window Cleaning Pole Brush with Built in Squeegee Blade kit,-333,Pre
B07CNVFBN4,is this case will fit apple macbook pro 13.3 2017 model A1708,"LuvCaseÂ LaptopÂ CaseÂ forÂ MacBookÂ Pro 13"" (2020/19/18/17/16 Release) with/Without Touch Bar A2251/A2289/A2159/A1989/A1706/A1708 RubberizedÂ PlasticÂ HardÂ Shell Cover (Pink Diamond)",-51,Pre
B07FMSDZ7M,I lost the orginal instructions -,"Prep Solutions by Progressive Microwave 4 Egg Poacher, Yellow PS-77Y Easy-To-Use, Low-Calorie Breakfasts, Lunches And Dinner, Dishwasher Safe",860,Post
B079YB37QR,will this fit the 55/75 filter because I need a smaller strainer,Aqueon QuietFlow Model 20/30 Strainer (Part# 03111) & Tele Tube (Part# 03114) Bundle,-1,Pre
B07JQFQL73,How do I make the night vision picture more clear?,"Wireless IP Security Camera, Nanny Cam, 1080P WiFi Home Surveillance Indoor Camera Pan/Tilt with Cloud Service, Motion Tracker, Auto-Cruise, Night Vision, Two-Way Talk Elder/Pet/Office/Baby Monitor",57,Post
B0006FMK98,Is it safe for babies?,"Free & Clear Hair Shampoo | Fragrance, Gluten and Sulfate Free | For Sensitive Skin | 12 Ounce",96,Post
B07FWVWL53,Does the time have to be on or can it run for more then 8 hours,"Space Heater - 1500W Electric Ceramic Heater, 3S Quick Heat Up, Remote Control, 8H Timer, Oscillating,Overheat & Tip-Over Protection, Portable Heater Fan for for Office Bedroom Home Indoor Use",-26,Pre
B075FNCRZS,Will these fit a triumph bonneville t100 (2017)?,LEAGUE&CO Pair of Motorcycle Saddle Bag Set Medium Waterproof Insulated PU Leather Side Bag for Harley Sportster Softail Honda Suzuki Yamaha Cruiser,-20,Pre
B01MDUMPES,About how much of an apple or a potatoe is left in the holder after you finish slicing?,Gourmia GMS9105 Adjustable Stainless Steel Mandoline Slicer Dial-Style Kitchen Slicer With Built in Adjustable Blades Fine to Thick Slice & Julienne Settings,-23,Pre
B00FSV8II2,"Do you have to sleep with the product all night long, and wash it off in the morning?",FEG Eyebrow Eye Brow Growth Length Thickness Darkness Enhancer Serum 100% Natural,168,Post
B07HGM54BW,Are the thin gold candles the same colour / shade as the numbered candles? i just want to make sure that it will look matching and nice on the cake,"Happy Birthday Banner, Number Candles, Tall Gold Sparkle Candle, Cake Topper - Decorations Party Supplies For Women Men Boys Girls",193,Post
B01KKOV3S8,Is this safe to take more than recommend dosage such as two pills with each meal?,"DIGESTIVE ENZYMES SUPPLEMENT - Includes Purified Ox Bile Salts - Tablets for No Gallbladder Sufferers - Enzyme for Digestion & Gas Relief - Helps Bloating, Acid Reflux, Constipation & Repair Leaky Gut",1871,Post
B003SDX846,There is something wrong with the bulb for this unit. It blinks off and on about every 5 seconds?,Lithonia Lighting OALS12A 65F 120 P LP BZ M2 Premium Outdoor Area Light Painted Metal Housing with 13-Inch Prismatic Acrylic Diffuser,340,Post
B00792URP0,Can I use this to pull soil samples to check for leaks on my municipal water line extending from the meter to the houser?,"AMS 401.42 40"" Plated One Piece Step Probe",-1,Pre
B077QX86MN,Bought a boc . A lot of the bars where broken ? Also they where very very dry and pasty .. the fell apart and crumbled ! Was dissapointed,"Bulletproof Bars Collagen Protein, Perfect Snack for Keto Diet, Paleo, Gluten-Free, for Men, Women, and Kids (Cookie Dough)",460,Post
B07MCNPCK1,"Can you tell me what size will be better for my 7,5 y.o. Height is 50 inch?","yolsun Kids Astronaut Costume, Boys & Girls While Astronaut Role Play Dress (L(Suggested Height:52""-55""), White)",-20,Pre
B07KG47TGY,does it really cost $38.67 for four bundles+closure?,Peiyulex Brazilian Straight Hair 4 Bundles with Closure 9A Grade Unprocessed Virgin Brazilian Human Hair Weave Bundles with top Lace Closure Natural Black,-186,Pre
B00R569Z76,Can you please reorder??,Cougar Paws Roofing Boot Protective Covers (Large),3249,Post
B014IBFALK,what is the overall length of this tip?,HP Green (TEAL) Mixing Tips 6.5 mm Impression 48/PK Genuine Mixpac VPS Heavy,-1,Pre
B00RH5K26I,Just noticed this has peppermint....anyone breastfeeding taken this and noticed supply issues??,"Zenwise Health Digestive Enzymes Plus Prebiotics & Probiotics Supplement, Vegan Formula for Better Digestion & Lactose Absorption with Amylase & Bromelain, 2 Month Supply, 180 Count",82,Post
B07KBDH9M2,For men also,White Kidney Bean Carb Blocker + Forskolin Extract (700mg | 80 Capsules) Keto Carb Blocker w. Forskolin Max Strength & Pure White Kidney Bean Extract for Keto Cheat Carb Intercept + Sugar Blocker,0,Pre
B07GCG232L,Iâ€™m 5â€™2 35 weeks pregnant.. and weigh 170 pounds what size do u recommend,"Women's Long Sleeve V Neck White Lace Floral Maternity Gown Maxi Photography Dress (White, M)",-269,Pre
B01NBOAZQQ,Does this come with the measurements on it?,Large 32Oz Multi-Serve Replacement Spare Parts Measuring Cup Mug Part for Nutri Ninja Auto-iQ and Duo Blenders Juicer Mixer Accessory with Black Graphics,-8399,Pre
B005MQ2BQI,Would this work on redtless leg??,doTERRA - Deep Blue Rub - 4 oz,-2349,Pre
B01N8TUEDP,What country is the the steel from to make the scissor? and what is the heating grade of the steel?,"Japanese Hitachi Stainless Steel Pro Hair Cutting Scissors/Japanese Shears With Hybrid Aircraft Alloy Handle For Professional Beautician/Hair Salon/Cosmetology/Barber/Barbershop - 6.0"" - Right Hand",-6,Pre
B0791TX5P5,"Hello, i was reading q & a about the new firestiick, amazons answer to a q was, yes hbo is included with prime, not true?","Fire TV Stick streaming media player with Alexa built in, includes Alexa Voice Remote, HD, easy set-up, released 2019",-1181,Pre
B071J28DZG,Does it have a pocket clip on the side not shown?,"Duck DK-0411-GPW 4.5"" USA Asst.Open Pocket Knife (Green Rose Wood) Handle W/Belt Clip Black Blade",-34,Pre
B00EQ1TEEC,why the price difference between the burgandy folding chair and the navy folding chair?,Flash Furniture 2 Pk. HERCULES Series Premium Curved Triple Braced & Double Hinged Burgundy Fabric Metal Folding Chair,-73,Pre
B01D8YAPAE,"hi, how long is the warranty? between advance and 3800 which has more power? than you",Parlux Advance Light Ionic and Ceramic Hair Dryer - EMERALD BLUE,-1,Pre
B07FZVT2CP,Are they made in Japan?,"Black Gel Pens, 48 Pack(20 Gel Pens with 28 Refills) Shuttle Art Retractable Medium Point Rollerball Gel Ink Pens Smooth Writing with Comfortable Grip for Office School Home Work",-2,Pre
B07FT2LLLK,How do I cancel this order?,GLOCK 19 Gen3 .177 Caliber BB Gun Air Pistol,10,Pre
B07JJ8ST9J,Does this product come with a warranty?,"cciyu 12631186, 12616668 Throttle Body Actuator Assembly for Controlling Fuel Injection fit for Chevrolet Equinox/Malibu/Cobalt/HHR, Saturn Vue/Aura, Pontiac G5/ G6(Only for 2.4L)",-1,Pre
B07KXR2VM5,"Is this a full fitted sheet, or a flat half-sheet? And is the colour beige or grey? The title and product descriptions contradict each other...","Earthing Grounding FULL Size Fitted Matress Sheet (BEIGE) 400TC Pure Silver Thread Conductive Earth therapy bedding Blanket, Natural Energy | 95% Organic Cotton For Better Sleep | Connection Cord",-53,Pre
B00VR0Z0I4,What is the applicator made of?,"LANEIGE Lip Sleeping Mask ,Berry, Lip Treatment, 0.7 Qunce",147,Post
B0073PZ6O0,how many time before you have to change the filter ?,"ZeroWater ZP-010, 10 Cup Water Filter Pitcher with Water Quality Meter",2200,Post
B00U9PD5DA,Are these sheer? Do they give privacy?,B&H Home Aster Floral Embroidered 3-Piece Kitchen Curtain Window Treatment (Blue),-4,Pre
B004HL10IY,Can someone provide the contact information for this company? I can't find it on their Amazon page,"Medline Red Combination Rollator and Transport Chair, Desk-Length Arms, Swing Away Footrests, Red Frame",1154,Post
B07NM4JC7R,Material type is missing in the compare to other products. What is it made of?,"Fineboard Dressing Table with Stool and LED Lights with 5 Drawers and Mirror, Black",-54,Pre
B0146QXOB0,How can i get a replacement motor? i have had mine less than a year and it is making insanely loud noises. i have the correct amount of water. thanks!,"Catit Senses 2.0 Cat Flower Fountain 3L, Cat Water Fountain",5402,Post
B07LD28QV8,Are the menâ€™s sizes accurate ?,Paris T-Shirt Hilton,-1,Pre
B07C44DM6D,Does it come with a carpet glider for carpet steaming?,"Dupray Neat Steam Cleaner Multipurpose Heavy Duty Steamer for Floors, Cars, Home Use and More",-909,Pre
B00P0D9MBU,Does it come with the mounting nut?,"MINN KOTA MKP-6 PROP 2061125 WEEDLESS WEDGE ""Item Category: Boat Outfitting"" (Sold Per )",-1,Pre
B07GFDRWVP,Can you use speaker on a IPad sixth generation as a external speaker?,"AOMAIS Real Sound Portable Bluetooth Speakers Loud Bass 24H Playtime IPX5 Waterproof 100ft Range Built-in Mic, Wireless Stereo Pairing Speakers for Outdoor, Travel Black",-3,Pre
B00MJU6LCU,"Trying to replace mud flaps and engine shield on a 2004 honda accord ex, do you recommend these clips or maybe the 10mm size or what size if you know?",uxcell 20 Pcs Push-Type Automotive Clips Rivet Retainer Fender Bumper Fasteners Clips 9mm,-1,Pre
B00BFFIKKQ,Can you make an envelope that you can use with the Katelyn Lizardi envelope dies?,Envelope Punch Board by We R Memory Keepers. The Easiest Envelope Maker Available,6433,Post
B074GCFWBH,I just received my ring but it has a crack in the stone. it's beautiful but i'm afraid it will break. could it be a natural fissure. can you help me?,"Genuine Black Star Diopside 925 Sterling Silver Engagement Ring Size 6.25, 6.5, 7, 7.5, 7.75, 8, 8.25, 8.5, 8.75",154,Post
B01416BPA2,"From other questions, it seems like the shaft and seal are included in the pan- does anyone know if the retaining clip is included as well?","Sunbeam Oster Bread Maker Pan, 5891, 113494-000-000",-1,Pre
B0794C5HK2,does this unit have a spark lighting button on the control?,AP15255A-1 - Rheem Upgraded OEM Water Heater Gas Valve Thermostat,-1,Pre
B07FTRZMJR,how can this watch be $50 cheaper than Samsung website.  Is this remanufactured?  Is this original Samsung and not a copy?,"Samsung Galaxy Watch smartwatch (42mm, GPS, Bluetooth) â€“ Rose Gold (US Version with Warranty)",-411,Pre
B01GYZ0Z0Y,i just recieved and installed.  have 2 questions   1st when put in reverse stereo turns off is this normal,"Regetek 7"" Double DIN Touchscreen in Dash Bluetooth Car Stereo Mp3 Audio 1080P Video Player FM Radio/AM Radio/TF/USB/AUX-in + Remote Control",240,Post
B074C1ZRP3,Do I have to use the included charging wire to charge the battery?,3.7v 900mah Lipo Battery for TIANQU VISUO XS809W XS809HW XS809 XS809HC XS809S Foldable RC FPV Quadcopter Drone Spare Parts(2pcs)+3 in 1 Charger Cable,41,Post
B079BK15PT,Does it chip/shed? i got an amazon classic one which chips/sheds like crazy from day one. it seems it's a common problem with yoga mats.,"IUGA Pro Non Slip Yoga Mat, Unbeatable Non Slip Performance, Eco Friendly and SGS Certified Material for Hot Yoga, Odorless Lightweight and Extra Large Size, Free Carry Strap",-3,Pre
B009P6BXR4,Will this fit the eos 30D,Canon EF-S 18-55mm f/3.5-5.6 IS II SLR Lens White Box,-1,Pre
B01GIAQG8K,There is a number 7 on the bottom of the lid along with the number 86. What number plastic is this?,"Ball Wide-Mouth Plastic Storage Caps, White, 8 Count",3054,Post
B00BWUJKHG,What is the clearance between the nozzle and the table for a Proofing Parrot?,Still Spirits Turbo Air Still,-7968,Pre
B076H3SRXG,"Will turning a room light on set the alert off? Or if mounted in dry area outside, will car headlights cause the camera to alert?","Wyze Cam 1080p HD Indoor Wireless Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google Assistant, One Pack, White - WYZEC2",-36,Pre
B073NZCLG7,Are the tile crosses and leaving gaps in between the panels really that necessary?,"Art3d Paintable 3D Texture Wall Panels Maze Design, White, Pack of 12 Tiles 32 Sq Ft (Plant Fiber)",1511,Post
B07G3FC1Q2,Question for biofinest: how do I know how much is 500 mg? A 1/2 tsp? 1/4 tsp?????,"Biofinest Bamboo Extract Powder - Pure Gluten-Free Non-GMO Kosher Vegan Friendly - Supplement for Bone and Joint Health, Hair Health, Immune Health, Skin Health (250g)",65,Post
B07KPX6HM9,Can I use it to convert a digital controlled electronic kettle that is 110v (only) with automatic shut off function in Europe?,"TryAce 2019 Upgraded All-in One 2000W Travel Adapter, International Power Adapters Universal World Voltage Converter Set Down 220V to 110V for US to UK AU EU Worldwide Plug Over 200 Countries",-1125,Pre
